academicyear,unitid,instname,state,iclevel,appliedaid02,Average aid,grant07,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg_amount,loan_num,loan_pct,loan_avg_amount,tuitionfee01_tf,totalcompletions_100fte,ft_faculty_per_100fte,actcm25,actcm75
2002,208488,Concordia University,OR,1,,40234.51538,5230487,130,98,32,24,3945,4,3,2606,130,98,8859,85,64,5072,16200,32.06022882,4.260495524,19,25
2003,208488,Concordia University,OR,1,,45159.6129,5599792,124,100,45,36,3200,8,6,2478,124,100,8948,93,75,3466,16990,36.58761368,4.029693951,16,22
2004,208488,Concordia University,OR,1,,50163.23622,6370731,127,100,33,26,3625,9,7,2561,127,100,9632,96,76,3323,17490,33.11993245,3.626966666,17.19140625,22.7890625
2005,208488,Concordia University,OR,1,,53484.15702,6471583,121,98,34,27,4236,7,6,2922,119,96,9451,94,76,3328,18390,33.47520049,3.301928876,18,23
2006,208488,Concordia University,OR,1,,48624.89937,7731359,159,93,47,27,2812,12,7,2878,159,93,11305,154,90,2259,18990,36.38947161,3.244921035,18,24
2007,208488,Concordia University,OR,1,,49515.95,8912871,180,98,75,41,2560,18,10,3200,180,98,13432,158,86,3492,19990,33.53269267,3.309147303,18,25
2008,208488,Concordia University,OR,1,,53705.8011,9720750,181,99,43,24,4265,16,9,3319,179,98,11092,126,69,3987,21110,35.24498783,3.204089803,19,25
2002,207971,University of Tulsa,OK,1,,50787.22642,21533784,424,87,99,20,3395,68,14,3482,410,84,8691,197,40,4038,14280,26.14150323,8.108204839,23,29
2003,207971,University of Tulsa,OK,1,,46542.7234,24062588,517,95,86,16,3851,103,19,4319,506,93,9383,230,42,4989,14990,27.26400998,8.146288696,22,30
2004,207971,University of Tulsa,OK,1,,46867.6094,25917788,553,94,120,20,3430,117,20,4319,543,93,9880,293,50,5307,16480,27.10594388,8.22375942,22,29
2005,207971,University of Tulsa,OK,1,3463143,40843.63867,25772336,631,93,121,18,3648,165,24,4571,616,91,9598,324,48,5531,17630,25.40871423,8.118136912,23,30
2006,207971,University of Tulsa,OK,1,3965615,49580.37604,29797806,601,96,100,16,3415,183,29,4514,595,95,11224,256,41,5710,18860,25.35128742,8.165783106,23,30
2007,207971,University of Tulsa,OK,1,4797629,56192.3367,33378248,594,91,102,16,3938,165,25,4519,585,89,11585,268,41,6543,20738,24.70489857,8.059940341,23,30
2008,207971,University of Tulsa,OK,1,4714518,60379.74112,35684427,591,91,96,15,4107,143,22,4892,587,90,12435,236,36,5994,21770,24.57860529,7.960994796,24,30
2009,207971,University of Tulsa,OK,1,5323076,62660.21045,40791797,651,94,122,18,4804,180,26,4881,649,94,14613,272,39,7891,23940,26.22028256,8.164862055,25,31
2002,207865,Southwestern Oklahoma State University,OK,1,,9262.186698,7937694,857,91,414,44,2690,540,58,866,520,55,1327,556,59,1792,2139,18.73986648,4.468386655,18,24
2003,207865,Southwestern Oklahoma State University,OK,1,,9628.483315,8944861,929,92,456,45,3390,634,63,1322,539,53,1669,724,72,1982,2448,18.61940709,4.309554708,18,23
2004,207865,Southwestern Oklahoma State University,OK,1,,10312.21121,10301899,999,94,505,48,2781,454,43,1720,473,45,1627,492,46,3072,2758,18.42239629,4.103266223,18,24
2005,207865,Southwestern Oklahoma State University,OK,1,,10746.04731,9993824,930,89,468,45,2747,451,43,1881,491,47,1807,444,43,3670,3000,18.60153814,3.997880692,17,23
2006,207865,Southwestern Oklahoma State University,OK,1,,12996.25921,10228056,787,92,332,39,2677,508,60,2403,463,54,2338,320,38,3434,3240,19.34478394,4.296417629,18,24
2007,207865,Southwestern Oklahoma State University,OK,1,,13639.13333,10638524,780,93,297,35,2806,534,63,2505,476,57,2687,317,38,3904,3450,22.49115222,4.277728951,18,24
2008,207865,Southwestern Oklahoma State University,OK,1,,12505.33412,10592018,847,94,307,34,3263,544,61,2660,544,61,2656,551,61,5255,3750,22.30177773,4.4061263,18,24
2009,207865,Southwestern Oklahoma State University,OK,1,,12786.93248,10983975,859,94,365,40,4067,375,41,3103,542,59,3241,599,65,4571,4110,22.56642566,4.596864486,18,23
2002,207856,Southwestern Christian University,OK,1,3500,15479.97059,526319,34,100,21,62,2821,4,12,875,33,97,2407,28,82,2569,5200,30.04193001,2.682315179,1,29
2005,207856,Southwestern Christian University,OK,1,4200,17785.36957,818127,46,88,39,75,2750,31,60,1500,38,73,1725,40,77,2625,6120,31.37252354,3.219696143,22,23
2006,207856,Southwestern Christian University,OK,1,10400,26546.25,955665,36,77,30,64,3432,26,55,2364,34,72,1635,36,77,3746,6600,17.96237543,2.514732561,15,20
2007,207856,Southwestern Christian University,OK,1,18150,23573.7907,1013673,43,100,31,72,3054,29,67,2844,32,74,2163,38,88,3011,6890,33.29250124,2.709854752,16,23
2008,207856,Southwestern Christian University,OK,1,79550,29951.08333,1078239,36,100,28,78,3468,27,75,3033,13,36,1530,33,92,4305,8600,26.59941658,3.273774348,15,19
2009,207856,Southwestern Christian University,OK,1,106525,30210.34146,1238624,41,98,38,90,2278,13,31,3989,41,98,1375,41,98,8108,9800,14.87452811,2.974905622,15,21
2002,207847,Southeastern Oklahoma State University,OK,1,,12681.51948,6835339,539,90,276,46,2884,126,21,1538,230,38,1126,140,23,2538,2120,19.59721042,4.281236739,18,22
2003,207847,Southeastern Oklahoma State University,OK,1,,14187.8645,7434441,524,93,258,46,2772,139,25,1489,235,42,1104,156,28,2124,2250,21.26201283,4.25668562,18,23
2004,207847,Southeastern Oklahoma State University,OK,1,,13715.26821,8284022,604,92,329,50,2636,158,24,973,203,31,1024,194,30,3511,2947,21.94901783,3.967377736,17,22
2005,207847,Southeastern Oklahoma State University,OK,1,,16639.12212,9401104,565,93,274,45,2895,115,19,890,316,52,1930,225,37,2612,3123,21.5297235,4.017444624,17,22
2006,207847,Southeastern Oklahoma State University,OK,1,,15081.40074,8204282,544,96,290,51,2720,133,23,767,222,39,1299,210,37,2695,3372,22.99561193,3.949628003,18,23
2007,207847,Southeastern Oklahoma State University,OK,1,,18251.15693,10001634,548,97,254,45,3138,140,25,939,214,38,1380,182,32,2930,3574,21.01104172,4.325802707,18,24
2008,207847,Southeastern Oklahoma State University,OK,1,,18060.31624,10565285,585,93,555,88,3148,474,75,794,189,30,1435,183,29,3548,3925,21.96536162,4.289634334,18,23
2002,207722,University of Science and Arts of Oklahoma,OK,1,461835,10403.3913,2153502,207,92,118,52,2897,104,46,1644,131,58,1511,83,37,2438,2244,16.54984757,4.302960368,18,23
2003,207722,University of Science and Arts of Oklahoma,OK,1,719637,9904.776952,2664385,269,96,143,51,2890,93,33,1720,177,63,1711,142,51,2626,2250,15.6963053,4.346669159,18,23
2004,207722,University of Science and Arts of Oklahoma,OK,1,1102621,10728.49808,2800138,261,92,146,51,2869,89,31,1676,164,58,1962,127,45,3067,2312,15.08418356,4.016983666,18,23
2005,207722,University of Science and Arts of Oklahoma,OK,1,1219400,12742.63248,2981776,234,97,131,54,2794,102,42,2127,169,70,2626,120,50,2823,2544,15.20295471,4.222274529,18,24
2006,207722,University of Science and Arts of Oklahoma,OK,1,1048621,10845.26,2711315,250,94,102,38,3151,105,39,2319,188,70,2753,127,48,3882,2784,14.03214721,4.209644162,18,25
2007,207722,University of Science and Arts of Oklahoma,OK,1,1338903,15765.05612,3089951,196,93,110,52,3480,104,50,2374,158,75,2552,97,46,3319,2976,18.07089403,4.683771845,18,24
2008,207722,University of Science and Arts of Oklahoma,OK,1,888074,15312.52736,3077818,201,99,89,44,3487,93,46,2667,158,77,3238,90,44,4390,3240,20.02539761,5.352410422,20,25
2002,207689,Saint Gregorys University,OK,1,,21564.4065,2652422,123,68,51,28,2844,27,15,1289,123,68,4955,78,43,4470,9376,14.97249276,5.470718508,18,24
2003,207689,Saint Gregorys University,OK,1,,32288.05376,3002789,93,58,55,34,2828,23,14,1895,84,52,4635,55,34,2958,9880,23.4816526,5.420856489,18.0546875,25.1875
2004,207689,Saint Gregorys University,OK,1,,37176.59783,3420247,92,84,70,64,4246,28,25,2688,85,77,8015,52,47,2027,10450,24.82269612,5.626477786,18,26
2006,207689,Saint Gregorys University,OK,1,,41208,3296640,80,95,36,43,3564,32,38,3239,76,90,5663,59,70,4787,12636,29.60062897,5.011746704,17,21
2007,207689,Saint Gregorys University,OK,1,,38326.82895,2912839,76,89,37,44,3570,33,39,3220,76,89,5663,60,71,4778,13772,28.26456357,4.348394396,17,21
2008,207689,Saint Gregorys University,OK,1,,48805.63291,3855645,79,95,33,40,3818,31,37,3338,76,92,6870,62,75,7206,14710,35.96998011,3.072812371,17,22
2009,207689,Saint Gregorys University,OK,1,,94587.10256,7377794,78,98,25,31,3591,15,19,3722,73,91,7988,35,44,8409,15560,35.05311768,4.886192161,17,22
2003,207661,Rogers State University,OK,1,,9764.121145,4432911,454,79,105,18,985,140,24,698,95,16,623,114,20,1111,2325,11.43476294,3.502159868,17,22
2004,207661,Rogers State University,OK,1,,11373.25709,5618389,494,80,314,51,2849,313,51,1261,114,19,1148,225,37,2722,2701,13.64934583,3.441668863,16,21
2003,207582,Oral Roberts University,OK,1,,28564.16694,17109936,599,98,216,35,3149,175,29,2443,599,98,5743,406,66,7333,12980,19.83382541,5.351975613,20,26
2004,207582,Oral Roberts University,OK,1,691713,28891.00168,17247928,597,97,211,34,3303,168,27,2117,597,97,6013,409,66,7403,13970,21.46325516,5.45444858,20,26
2005,207582,Oral Roberts University,OK,1,698726,27967.51375,16277093,582,96,175,29,3146,170,28,2526,582,96,5886,411,67,7281,15050,19.9507323,5.67461834,20,26
2006,207582,Oral Roberts University,OK,1,924170,51905.49844,16661665,321,98,87,26,1006,87,26,2599,321,98,5896,220,67,9818,15880,22.20611609,6.281158551,20,26
2007,207582,Oral Roberts University,OK,1,880458,37883.34576,18297656,483,88,152,28,2105,127,23,2914,483,88,5827,350,64,10746,16670,23.26280274,6.693929523,19,26
2008,207582,Oral Roberts University,OK,1,979701,56732.71225,19913182,351,99,208,58,1167,96,27,4049,351,99,7933,266,75,7734,17400,23.99483274,6.680777046,20,25
2002,207500,University of Oklahoma Norman Campus,OK,1,1471000,11834.84848,31244000,2640,77,872,26,2964,1121,33,2714,1836,54,2378,1281,37,3540,2713,22.48623427,5.359953083,21,27
2003,207500,University of Oklahoma Norman Campus,OK,1,1589000,12348.27333,33612000,2722,77,869,24,3011,1186,33,2815,1772,50,2719,1303,37,3654,2929,21.87631573,5.128102724,23,28
2004,207500,University of Oklahoma Norman Campus,OK,1,2260000,13726.23302,38406000,2798,84,921,28,3173,1360,41,2977,1955,58,2758,1373,41,3747,3741,22.61739984,4.958012146,24,28
2005,207500,University of Oklahoma Norman Campus,OK,1,2612000,16156.58499,42201000,2612,88,889,30,3059,1278,43,3342,1883,63,2836,1390,47,3876,4140,24.03929823,4.898007015,23,28
2006,207500,University of Oklahoma Norman Campus,OK,1,2531000,17810.75448,42728000,2399,73,749,23,3192,1263,38,3202,1902,58,3054,1217,37,4632,4408,25.41056887,5.220983935,23,28
2007,207500,University of Oklahoma Norman Campus,OK,1,3138000,24934.90153,45581000,1828,56,559,17,3959,786,24,3484,1358,41,3392,903,27,5090,5110,26.05827199,5.68311542,23,28
2008,207500,University of Oklahoma Norman Campus,OK,1,2340000,16639.42628,49885000,2998,78,1050,27,4186,1657,43,3568,2353,61,3966,1448,38,4790,5607,25.65487984,5.964873483,23,28
2009,207500,University of Oklahoma Norman Campus,OK,1,4052000,19166.22517,57882000,3020,82,954,26,4060,1720,47,3721,2460,67,4101,1666,45,5167,6493,26.63664902,6.070086883,23,28
2002,207458,Oklahoma City University,OK,1,351473,33853.03719,8192435,242,98,63,26,3008,24,10,1708,229,93,5463,128,52,6807,10880,35.43433252,4.892867375,20,25
2003,207458,Oklahoma City University,OK,1,414748,40840.1625,9801639,240,97,59,24,2799,17,7,1545,230,93,6880,132,53,8926,12130,34.65494209,5.094460124,20.41015625,26.0390625
2004,207458,Oklahoma City University,OK,1,510713,42249.86711,12717210,301,95,87,28,3664,45,14,1507,288,91,9074,177,56,4791,14094,29.95761034,5.21001919,21,27
2005,207458,Oklahoma City University,OK,1,796329,54142.96599,15918032,294,93,74,23,3518,53,17,2502,290,92,9738,153,48,4237,16080,34.54452108,5.351076134,22,26
2006,207458,Oklahoma City University,OK,1,492563,53327.37853,18877892,354,98,77,21,3204,61,17,2605,350,97,11408,174,48,4622,17715,36.4295551,5.39472613,22,27
2007,207458,Oklahoma City University,OK,1,873445,63218.14286,21241296,336,95,83,24,4054,53,15,2515,330,94,12172,169,48,4599,19245,33.27817074,5.389054182,22,27
2008,207458,Oklahoma City University,OK,1,702097,65194.36559,24252304,372,93,90,23,3560,66,17,3024,366,92,13765,187,47,4707,21000,29.89099026,5.445257916,22,27
2009,207458,Oklahoma City University,OK,1,797789,79574.21143,27850974,350,94,71,19,4180,51,14,2450,345,93,16668,170,46,7039,23100,32.64541193,5.78674267,22,27
2003,207403,Oklahoma Baptist University,OK,1,,15480.53005,5665874,366,98,84,23,2325,37,10,1638,348,94,3597,200,54,3505,11088,20.63362612,7.077836811,19,25
2004,207403,Oklahoma Baptist University,OK,1,,15606.74103,6086629,390,95,117,28,3016,54,13,2059,376,91,4100,222,54,3047,11580,21.77878377,6.949355503,19,25
2005,207403,Oklahoma Baptist University,OK,1,,18546.20113,6546809,353,96,100,27,2824,78,21,2649,345,93,4891,198,54,3962,13106,22.11810493,7.49827549,21,27
2006,207403,Oklahoma Baptist University,OK,1,,19881.30601,7276558,366,99,118,32,2548,98,26,2717,366,99,6256,248,67,3733,13784,21.92080767,7.728916989,16,21
2007,207403,Oklahoma Baptist University,OK,1,,22821.6264,8124499,356,99,89,25,3335,89,25,2700,309,86,6373,193,53,4036,14604,21.46908996,7.429863536,19,27
2008,207403,Oklahoma Baptist University,OK,1,,34783.59028,10017674,288,91,74,23,3722,66,21,3504,285,90,7237,179,57,6931,15932,17.43555983,7.123477751,21,27
2002,207388,Oklahoma State University-Main Campus,OK,1,,16352.34802,43039380,2632,85,747,24,2565,473,15,2401,1984,64,2584,1149,37,3362,2794,21.10139182,5.968649613,21,26
2003,207388,Oklahoma State University-Main Campus,OK,1,,17234.90563,47120232,2734,85,752,23,2932,503,16,2965,2018,63,2578,1176,37,3339,3025,21.62721943,5.782414701,21,26
2004,207388,Oklahoma State University-Main Campus,OK,1,,16235.13128,43656268,2689,86,750,24,2830,601,19,2511,1978,63,2452,1223,39,3378,3748,22.75419936,5.609626524,21,26
2005,207388,Oklahoma State University-Main Campus,OK,1,,22098.1404,59178820,2678,86,717,23,2917,663,21,2834,2056,66,2433,1251,40,3472,4071,23.65308807,5.481125015,22,27
2006,207388,Oklahoma State University-Main Campus,OK,1,,23450.64695,65028644,2773,86,628,19,3040,733,23,3056,2196,68,3124,1253,39,3650,4365,23.70267793,5.69663456,22,27
2007,207388,Oklahoma State University-Main Campus,OK,1,,25411.59617,68967072,2714,87,616,20,3299,699,22,3139,2191,70,3221,1133,36,3835,4997,23.5944155,5.773975986,22,27
2008,207388,Oklahoma State University-Main Campus,OK,1,,29103.82241,77678102,2669,86,731,23,3820,2134,69,4056,905,29,1921,1101,35,3985,5491,24.80035264,6.412583575,22,27
2009,207388,Oklahoma State University-Main Campus,OK,1,2576038,35338.79685,87498861,2476,84,661,22,4402,1928,65,4179,902,31,2238,1109,38,4889,6202,26.14060909,6.645137222,22,27
2007,207351,Oklahoma Panhandle State University,OK,1,155000,20125.45378,4789858,238,95,100,40,3000,195,78,2766,196,78,1521,94,38,2499,3309,21.64090746,5.039663381,16,23
2008,207351,Oklahoma Panhandle State University,OK,1,160521,22665.3444,5462348,241,94,108,42,3060,77,30,2781,213,83,3999,110,43,3661,3820,19.82007132,4.930847012,16,21
2002,207306,Northwestern Oklahoma State University,OK,1,91000,12771.00368,3473713,272,88,123,40,2493,63,20,1265,240,78,1351,70,23,2118,2097,20.3796212,5.541826818,18,23
2003,207306,Northwestern Oklahoma State University,OK,1,90000,15320.76471,3906795,255,86,97,33,2657,52,18,1580,224,76,1293,81,27,2164,2367,21.23843039,4.800634675,17,23
2004,207306,Northwestern Oklahoma State University,OK,1,93000,16045.18339,4637058,289,95,131,43,2733,101,33,1989,241,79,1384,93,31,2083,2803,21.84363665,4.822621078,17,23
2005,207306,Northwestern Oklahoma State University,OK,1,85000,20959.04724,5323598,254,87,105,36,2697,87,30,2208,211,73,1467,87,30,2437,3085,23.529391,4.561406518,18,23
2006,207306,Northwestern Oklahoma State University,OK,1,96000,21619.26423,5318339,246,89,95,35,2752,64,23,2570,204,74,1470,103,37,2800,3379,24.17107983,4.868180013,18,23
2007,207306,Northwestern Oklahoma State University,OK,1,109000,25122.32432,5577156,222,91,84,35,3303,82,34,2902,179,74,1653,82,34,2769,3565,26.32773389,5.327491231,18,22
2008,207306,Northwestern Oklahoma State University,OK,1,103000,23209.77385,6568366,283,95,102,34,3464,92,31,2715,257,87,2176,82,28,3126,3875,22.60339649,5.266236354,18,23
2002,207263,Northeastern State University,OK,1,1605816,13401.05098,12355769,922,78,556,47,2790,559,47,1408,134,11,1078,581,49,2598,2135,22.12203059,4.162976854,15,23
2003,207263,Northeastern State University,OK,1,1890757,14196.55962,14764422,1040,89,728,62,2970,574,49,1582,110,9,1036,758,65,2893,2312,20.34210674,4.031291036,18,22
2004,207263,Northeastern State University,OK,1,1642914,14725.34791,15829749,1075,92,724,62,3000,620,53,1711,131,11,1121,818,70,3118,2700,21.31463618,3.931451881,18,23
2005,207263,Northeastern State University,OK,1,1789450,15469.35936,16443929,1063,93,719,63,2973,636,56,1928,140,12,1375,762,67,3125,3000,21.28897743,4.024907743,18,23
2006,207263,Northeastern State University,OK,1,1665000,16712.34271,16043849,960,90,637,60,3196,672,63,1771,110,10,1592,681,64,3227,3270,21.83516999,4.137860202,18,23
2007,207263,Northeastern State University,OK,1,1563116,17890.16484,16280050,910,88,557,54,3321,625,61,2348,107,10,1598,628,61,3216,3489,23.2931622,4.109190502,18,23
2008,207263,Northeastern State University,OK,1,1613000,19502.56315,16830712,863,92,471,50,3548,644,69,2855,135,14,2213,471,50,3845,3798,24.42535748,4.54017952,18,23
2009,207263,Northeastern State University,OK,1,1745000,19726.98763,17537292,889,93,468,49,4265,622,65,2903,180,19,2261,468,49,4864,4155,25.83481818,4.779512067,18,23
2006,207254,Spartan College of Aeronautics and Technology,OK,1,,2643.44958,1887423,714,100,548,77,2451,14,2,1054,77,11,1449,685,96,7969,12000,27.92079208,10.69306931,16,21
2002,207157,Hillsdale Free Will Baptist College,OK,1,13125,12238.18182,807720,66,90,40,55,1956,12,16,843,65,89,1360,40,55,2543,6830,15.72402786,5.615724235,16,21
2003,207157,Hillsdale Free Will Baptist College,OK,1,12950,13208.96923,858583,65,90,36,50,2312,11,15,1528,58,81,2486,40,56,3184,7470,18.69596908,5.732593248,14,22
2004,207157,Hillsdale Free Will Baptist College,OK,1,,13756.98361,839176,61,87,41,59,2265,10,14,1151,53,76,1648,49,70,2680,6810,20.35352547,5.936444929,15,21
2005,207157,Hillsdale Free Will Baptist College,OK,1,,12490.94203,861875,69,87,42,53,2957,21,27,1232,67,85,2051,47,59,3154,7310,16.46045635,5.835367565,15,22
2006,207157,Hillsdale Free Will Baptist College,OK,1,,16125.86364,709538,44,98,20,44,2719,13,29,2411,40,89,3026,28,62,2961,7860,21.29393985,5.889813149,15,21
2007,207157,Hillsdale Free Will Baptist College,OK,1,,13384.19643,749515,56,98,27,47,1356,13,23,1234,51,89,1609,29,51,1942,7860,17.87762848,5.114903492,16,24
2008,207157,Hillsdale Free Will Baptist College,OK,1,,12906.26316,980876,76,89,59,69,1083,23,27,2336,59,69,2771,50,59,4266,8470,21.44473734,5.04582055,16,21
2009,207157,Hillsdale Free Will Baptist College,OK,1,,7403.985294,503471,68,94,27,38,3574,21,29,2612,59,82,2467,47,65,5881,8990,25.02248532,7.734222735,17,23
2003,207041,East Central University,OK,1,1463259,17469.93958,5782550,331,54,325,53,3453,301,49,1921,329,54,1457,185,30,2413,2330,23.51350201,4.429870501,18,23
2004,207041,East Central University,OK,1,1735176,22151.68705,6158169,278,45,208,34,3569,105,17,3137,229,37,948,77,12,1214,2684,22.42975314,4.287646956,17,24
2005,207041,East Central University,OK,1,1786316,23369.41897,11824926,506,84,284,47,2682,198,33,1584,179,30,1374,207,34,3974,2995,21.87363644,4.073737747,18,23
2006,207041,East Central University,OK,1,246666,36306.38906,11944802,329,59,233,42,1969,80,14,1014,45,8,936,154,28,2180,3207,25.21748174,4.085074924,18,23
2007,207041,East Central University,OK,1,344181,31545.5,12113472,384,59,263,40,3558,178,27,2695,69,11,1250,155,24,2380,3458,25.35036057,4.256489873,18,23
2008,207041,East Central University,OK,1,289551,28960.27137,13553407,468,88,240,45,3603,252,48,2589,255,48,3022,190,36,3728,3797,25.07968562,4.379424496,18,22
2009,207041,East Central University,OK,1,334368,35159.84753,15681292,446,86,252,49,5727,274,53,2961,192,37,1482,186,36,4654,4271,27.321111,4.646258185,18,22
2005,206941,University of Central Oklahoma,OK,1,,12037.33412,15275377,1269,73,542,31,2617,295,17,1187,73,4,854,661,38,3285,3012,21.93018649,3.392140216,18,24
2006,206941,University of Central Oklahoma,OK,1,5948048,18576.17597,15306769,824,44,504,27,2618,552,29,2139,71,4,1195,673,36,3498,3618,20.03940619,3.240045611,19,23
2007,206941,University of Central Oklahoma,OK,1,7601706,13260.021,20208272,1524,72,600,28,1029,637,30,1002,129,6,547,757,36,1576,3539,21.72439882,3.324999967,19,24
2008,206941,University of Central Oklahoma,OK,1,12501369,16691.41358,21632072,1296,71,427,24,3504,507,28,2595,302,17,819,546,30,4597,3857,20.80535709,3.444808257,19,23
2009,206941,University of Central Oklahoma,OK,1,3655039,22693.50993,25144409,1108,67,434,26,3763,469,28,2851,147,9,2084,581,35,5338,4223,22.37500822,3.525660855,19,23
2006,206817,Bacone College,OK,1,,29378.30405,4347989,148,100,101,68,3382,85,57,2280,131,89,3990,121,82,4977,8820,20.52615237,3.784964266,15,20
2007,206817,Bacone College,OK,1,,20856.10277,5276594,253,97,161,62,2836,91,35,1321,237,91,4089,185,71,3996,9792,15.89912783,3.298057734,15,19
2009,206817,Bacone College,OK,1,,29410.33745,7146712,243,100,137,56,3393,82,34,2462,237,97,4510,202,83,5711,10418,13.20486266,3.301215666,16,20
2002,206622,Xavier University,OH,1,4124722,34865.78075,26079604,748,94,100,13,4192,505,63,1613,665,83,7203,485,61,3411,16870,34.7081571,5.213161232,23,28
2003,206622,Xavier University,OH,1,3523437,38723.86536,27610116,713,94,105,14,4453,431,57,1471,641,85,8580,488,64,3650,18020,32.52497386,5.299115867,23,28
2004,206622,Xavier University,OH,1,3816326,37615.5969,29114472,774,98,108,14,3184,432,55,1370,769,98,8824,517,66,3850,19150,34.83114223,5.708714429,23,29
2005,206622,Xavier University,OH,1,4159023,42047.49109,33049328,786,90,100,11,3020,428,49,1232,786,90,9827,600,68,3190,20400,35.17919681,5.627672484,23,28
2006,206622,Xavier University,OH,1,4421281,48587.63636,35274624,726,95,92,12,3225,373,49,1097,672,88,10447,489,64,3486,22250,34.31666812,5.775100417,23,28
2007,206622,Xavier University,OH,1,4917517,50342.67862,39317632,781,96,103,13,3333,436,54,1243,725,89,11086,488,60,3737,23670,35.50324189,5.800420002,23,29
2008,206622,Xavier University,OH,1,5274781,48244.10992,40380320,837,98,110,13,4115,451,53,939,806,94,10892,552,64,6079,24600,35.85770921,5.941036003,23,29
2009,206622,Xavier University,OH,1,1293155,51404.46834,43025540,837,97,112,13,4933,466,54,1027,814,95,11704,539,63,8090,26860,34.741942,6.037829065,23,28
2002,206589,The College of Wooster,OH,1,,45901.25758,24235864,528,99,91,17,4295,296,56,1739,506,95,12724,251,47,6709,22430,20.57722407,7.43220492,23,28
2003,206589,The College of Wooster,OH,1,,53159.19008,25729048,484,95,74,14,4020,255,50,1380,477,93,13197,234,46,5330,23840,22.96740433,7.384275758,23,29
2004,206589,The College of Wooster,OH,1,,50558.01487,27200212,538,97,72,13,4427,316,57,1285,508,92,13683,239,43,3702,25040,21.12412455,7.239469793,23,28
2005,206589,The College of Wooster,OH,1,,58621.11727,27493304,469,98,72,15,4042,252,53,1282,456,96,13793,259,54,4094,26560,22.98731771,7.410651724,23,29
2006,206589,The College of Wooster,OH,1,,55937.45315,29255288,523,98,71,13,4006,238,44,1174,520,97,15391,263,49,5495,28230,22.89201406,7.283822657,23,28
2007,206589,The College of Wooster,OH,1,,62036.81837,29715636,479,97,74,15,4600,214,43,1500,464,94,16800,197,40,4133,30060,24.00459347,8.217207803,23,29
2008,206589,The College of Wooster,OH,1,,61966.64394,32718388,528,97,79,15,5237,219,40,1032,514,95,17375,258,48,4854,31870,22.47725855,9.431412506,23,29
2002,206525,Wittenberg University,OH,1,,43917.63167,25516144,581,99,95,16,3952,428,73,1615,576,98,11819,352,60,3929,22680,17.05926327,6.414654853,19,29
2003,206525,Wittenberg University,OH,1,,44793.1672,27861350,622,99,129,20,3421,472,75,1417,611,97,12581,427,68,4601,23760,20.49747024,7.188686246,19,29
2004,206525,Wittenberg University,OH,1,,52634.90311,28791292,547,99,116,21,3961,427,78,1967,534,97,13111,375,68,5252,24948,20.71070815,6.841514827,21,26
2005,206525,Wittenberg University,OH,1,,50635.3042,28963394,572,99,101,17,4111,424,73,1346,563,97,13333,414,72,5297,26196,19.67053102,7.117942766,21,27
2006,206525,Wittenberg University,OH,1,,58667.37271,28805680,491,99,73,15,4043,383,77,2039,481,97,14249,326,66,5996,27542,22.26821064,7.422736879,21,27
2007,206525,Wittenberg University,OH,1,,54618.08056,31186924,571,99,111,19,2808,467,81,2562,565,98,16755,465,81,5938,29280,20.69388779,7.132359383,22,27
2008,206525,Wittenberg University,OH,1,,58758.36,32317098,550,100,93,17,3195,381,69,1049,542,98,15674,353,64,5961,31400,22.74656086,7.114563087,22,27
2009,206525,Wittenberg University,OH,1,,65691.97843,33502909,510,100,70,14,4871,317,62,1047,510,100,17333,339,66,7919,33236,22.01733827,7.461723233,22,27
2002,206507,Wilmington College,OH,1,,39856.48797,11598238,291,77,102,27,3200,277,73,1969,283,75,7702,238,63,4896,15746,25.49059384,4.342841914,18,23
2003,206507,Wilmington College,OH,1,,36081.16519,12231515,339,78,113,26,3153,320,74,1594,333,77,7854,273,63,5663,16514,26.24035714,4.143214285,18,23
2004,206507,Wilmington College,OH,1,,43732.46078,13382133,306,81,115,30,2837,294,77,1616,302,79,8825,263,69,5637,17682,27.57172263,4.552540248,18,24
2005,206507,Wilmington College,OH,1,,50968.68061,13404763,263,83,91,29,2992,246,78,1506,257,82,9695,223,71,6214,18728,25.17290168,4.674588272,18,23
2006,206507,Wilmington College,OH,1,,42704.42769,13878939,325,89,109,30,3305,308,84,1575,318,87,9486,272,74,5799,19652,24.2042671,4.607246553,20,23
2007,206507,Wilmington College,OH,1,,41014.32386,14437042,352,88,124,31,3619,323,81,1671,350,87,9014,306,76,6575,20656,22.49015058,4.809640636,18,23
2008,206507,Wilmington College,OH,1,,42005.5,15458024,368,99,153,41,3922,345,93,1729,366,99,9822,319,86,6925,22078,17.49241329,4.701518196,18,23
2009,206507,Wilmington College,OH,1,,46756.31579,15990660,342,100,148,43,4380,321,94,1799,332,97,11231,294,86,7962,23372,23.63217876,5.127736902,18,24
2005,206491,Wilberforce University,OH,1,,56348.63964,6254699,111,96,90,78,5017,28,24,3378,88,76,3998,90,78,6450,10780,26.2069963,4.478530916,14,18
2006,206491,Wilberforce University,OH,1,,32733.42222,5892016,180,97,126,68,5370,62,34,3001,136,74,4506,155,84,8202,10780,24.61092484,3.44208739,13,19
