academicyear,unitid,instname,state,iclevel,appliedaid02,Average aid,grant07,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg_amount,loan_num,loan_pct,loan_avg_amount,tuitionfee01_tf,totalcompletions_100fte,ft_faculty_per_100fte,actcm25,actcm75
2005,179548,Stephens College,MO,1,,34290.0974,5280675,154,98,55,35,3142,42,27,1690,145,92,10520,101,64,4043,18230,20.95455473,7.515359241,20,25
2006,179548,Stephens College,MO,1,,34260.53299,6749325,197,98,66,33,3024,56,28,1777,196,97,11486,141,70,4332,19300,19.25090494,5.989170425,21,26
2007,179548,Stephens College,MO,1,,35706.51142,7819726,219,97,63,28,3607,64,28,1700,218,97,11129,161,72,4521,20500,21.39840106,5.57074073,21,27
2008,179548,Stephens College,MO,1,,41384.78829,9187423,222,99,76,34,3963,64,28,3449,222,99,11125,158,70,5815,21730,18.51739689,5.773070794,21,28
2002,179326,Southwest Baptist University,MO,1,,20185.00905,8921774,442,93,153,32,2696,119,25,2321,395,83,3752,254,53,3897,10326,31.11844155,4.020270709,20,25
2003,179326,Southwest Baptist University,MO,1,,24639.31463,10102119,410,99,165,40,3022,103,25,2099,380,92,4577,266,64,3704,10932,32.00393066,4.365944256,19,26
2004,179326,Southwest Baptist University,MO,1,,25959.1575,10383663,400,97,128,31,3069,80,19,2134,368,89,4852,238,58,4635,11591,32.77375849,4.553001179,18,25
2005,179326,Southwest Baptist University,MO,1,,29433.89067,11037709,375,96,115,29,3189,98,25,2695,362,93,5343,233,60,5457,12332,32.04832106,4.463814775,20,26
2006,179326,Southwest Baptist University,MO,1,,32389.18047,10947543,338,92,106,29,3227,83,22,2417,338,92,5610,227,62,5517,13250,32.88921272,4.403742596,20,26
2007,179326,Southwest Baptist University,MO,1,,28503.73058,11743537,412,90,100,22,3282,91,20,2232,412,90,6540,286,63,5563,14100,25.6773901,4.205779413,20,26
2008,179326,Southwest Baptist University,MO,1,,31701.0875,12680435,400,99,247,61,1730,159,39,3253,343,84,3260,291,72,3125,14950,29.43137631,4.501269318,20,26
2009,179326,Southwest Baptist University,MO,1,,32537.86966,14479352,445,99,142,32,3692,172,38,4415,375,83,7502,292,65,6750,15704,28.86525072,4.619918489,20,26
2007,179265,St Louis College of Pharmacy,MO,1,,15185.09322,3583682,236,100,43,18,4731,62,26,2051,236,100,5049,186,79,7403,18815,12.62486932,6.21019968,24,28
2008,179265,St Louis College of Pharmacy,MO,1,,18021.04814,3959186,219.697876,99,40.08456421,18,4225,60.16482544,27,2868,211.7785645,95,5243,175.4837647,79,7418,19815,13.67319645,6.836598225,25,28
2002,179043,Rockhurst University,MO,1,,42792.248,10698062,250,85,62,21,1613,90,31,861,250,85,3557,132,45,897,15140,32.29491048,6.779861015,20,26
2003,179043,Rockhurst University,MO,1,,56072.17391,10317280,184,86,52,24,1789,44,21,968,40,19,2725,71,33,894,16380,30.26336245,6.674243234,21,27
2004,179043,Rockhurst University,MO,1,,43623.31687,10600466,243,100,186,76,4677,78,32,601,242,99,8535,170,70,4244,17410,35.23674603,6.544715088,21,27
2005,179043,Rockhurst University,MO,1,,47835.05166,12963299,271,89,58,19,1694,105,34,932,271,89,6215,201,66,1882,18490,33.78889816,6.552998431,21,27
2006,179043,Rockhurst University,MO,1,,44465.8477,15474115,348,94,53,14,1679,124,34,962,345,93,7049,243,66,1931,19620,31.96047244,6.117063716,22,28
2007,179043,Rockhurst University,MO,1,,50732.91304,18669712,368,93,66,17,1826,122,31,899,347,88,7059,242,61,1969,20920,28.46625516,5.737729556,22,27
2008,179043,Rockhurst University,MO,1,,57967.7847,20462628,353,96,66,18,3831,104,28,3618,352,96,14078,237,65,5342,22840,31.3117914,5.161753078,22,28
2009,179043,Rockhurst University,MO,1,,61356.82817,21781674,355,99,70,20,4624,90,25,4078,269,75,15230,250,70,5745,24700,34.10199076,5.332467659,22,28
2002,178697,College of the Ozarks,MO,1,410644,62561.72314,15139937,242,89,242,89,2584,112,41,1675,242,89,8016,104,38,3181,150,21.44757732,5.794608609,19,24
2003,178697,College of the Ozarks,MO,1,327086,85519.05914,15906545,186,70,186,70,6085,142,53,1713,186,70,6627,19,7,12422,200,19.70246854,5.972795581,20,25
2004,178697,College of the Ozarks,MO,1,387250,57390.73897,15610281,272,100,241,89,5935,87,32,1468,272,100,6128,22,8,3068,11150,21.76066568,5.976520856,19,24
2005,178697,College of the Ozarks,MO,1,658808,49234.86544,18660014,379,100,243,64,5096,46,12,2533,379,100,8122,21,6,2805,13150,18.99664838,5.676289356,20,24
2006,178697,College of the Ozarks,MO,1,594736,94080.71667,22579372,240,100,115,48,3642,88,37,1599,240,100,11232,19,8,3530,15180,20.15696893,5.607577821,19,24
2007,178697,College of the Ozarks,MO,1,588326,83718.03623,23106178,276,100,276,100,4113,151,55,1828,276,100,8351,19,7,3382,15680,21.79636196,5.524772302,21,26
2008,178697,College of the Ozarks,MO,1,517828,88955.0989,24284742,273,100,163,60,5500,102,37,3330,273,100,11048,21,8,4209,16180,21.61330546,5.867529661,21,26
2009,178697,College of the Ozarks,MO,1,565386,91148.32234,24883492,273,100,189,69,3367,131,48,4346,273,100,9300,24,9,5339,16790,18.57719289,6.445148554,20,25
2002,178624,Northwest Missouri State University,MO,1,1271785,9641.497359,10952741,1136,92,328,26,2355,84,7,1987,887,72,1515,647,52,2068,3601,21.59283459,4.174731627,20,25
2003,178624,Northwest Missouri State University,MO,1,1198239,10894.95597,11134645,1022,86,340,29,2514,578,49,1435,693,58,1887,679,57,2005,4109,20.76135944,4.219644361,19,25
2004,178624,Northwest Missouri State University,MO,1,1230555,11725.75195,12007170,1024,85,340,28,2520,580,48,1438,699,58,1403,681,57,2022,4845,22.63471995,4.165789691,19,24
2005,178624,Northwest Missouri State University,MO,1,1182757,11200.05877,12006463,1072,88,330,27,2650,56,5,1843,969,79,3005,663,54,3004,5325,24.04115563,4.337631017,19,24
2006,178624,Northwest Missouri State University,MO,1,1795392,11976.02302,14047875,1173,88,363,27,3420,87,7,2192,1088,82,2499,798,60,3106,5535,21.74115322,4.391968086,19,24
2007,178624,Northwest Missouri State University,MO,1,1755814,12951.37511,15191963,1173,93,363,29,3433,87,7,2191,1088,86,2513,802,63,3198,4878,19.99159325,4.428284902,19,24
2008,178624,Northwest Missouri State University,MO,1,2232324,13543.76573,19367585,1430,94,466,31,3522,533,35,1554,1319,87,3058,906,60,4479,5193,19.87665645,4.207341042,20,25
2009,178624,Northwest Missouri State University,MO,1,2614359,15117.73356,22071891,1460,96,411,27,3966,519,34,1871,1346,89,4033,888,58,5359,5530,22.4021666,4.165899539,19,22
2002,178615,Truman State University,MO,1,1262254,9693.850649,13435677,1386,95,178,12,2594,415,28,2200,1181,81,3049,558,38,3466,3832,22.63633773,6.354662337,25,30
2003,178615,Truman State University,MO,1,1224306,10314.2273,14656517,1421,98,166,11,2665,422,29,2054,1206,83,3326,591,41,3785,4200,23.75061549,6.321982015,25,30
2004,178615,Truman State University,MO,1,1285522,12134.91144,15484147,1276,97,158,12,2596,392,30,2026,1224,93,4012,479,37,3323,4756,22.6481835,6.28327348,25,30
2005,178615,Truman State University,MO,1,1336943,12486.97931,18106120,1450,98,220,15,2761,447,30,1999,1393,94,4224,619,42,3705,5482,23.37958503,5.833556492,25,30
2006,178615,Truman State University,MO,1,1474374,13851.00287,19336000,1396,97,170,12,2630,406,28,2086,1348,93,4224,589,41,3934,5812,22.82473627,6.155180981,25,30
