id,last_scraped,days,host_since,country,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,Sydney
7165126,42828,2314,40514,Australia,Private room,1,1,94,83,10,10,10,f,1
17519934,42828,716,42112,Australia,Entire home/apt,1,1,121,0,,,,f,1
7165420,42828,1219,41609,Australia,Private room,1,1,201,1,10,10,10,f,1
9591767,42828,498,42330,Australia,Private room,1,1,75,2,9,10,10,f,1
15664308,42828,161,42667,Australia,Entire home/apt,1,2,235,16,10,10,9,f,1
10835496,42828,926,41902,Australia,Entire home/apt,1,1,140,11,9,10,9,f,1
4085316,42828,1324,41504,Australia,Entire home/apt,5,4,1350,0,,,,f,1
17847883,42828,1251,41577,Australia,Entire home/apt,1,1,100,0,,,,f,1
16340579,42828,1369,41459,Australia,Private room,1,1,80,0,,,,f,1
10966647,42828,1161,41667,Australia,Entire home/apt,1,1,201,0,,,,f,1
1857221,42828,1252,41576,Australia,Entire home/apt,3,4,700,0,,,,f,1
2447095,42828,1135,41693,Australia,Entire home/apt,1,1,130,14,10,10,10,f,1
6902748,42828,655,42173,Australia,Entire home/apt,1,1,130,13,10,10,10,f,1
4740062,42828,1353,41475,Australia,Entire home/apt,2,3,551,29,9,10,9,f,1
9451693,42828,507,42321,Australia,Private room,1.5,1,69,2,10,10,10,f,1
2068171,42828,1208,41620,Australia,Private room,1,1,169,4,8,9,7,f,1
16036604,42828,137,42691,Australia,Private room,1,1,75,6,9,9,9,t,1
7791654,42828,1770,41058,Australia,Entire home/apt,2,2,215,5,10,10,10,f,1
6576243,42828,677,42151,Australia,Private room,1,1,90,3,10,10,10,f,1
9066612,42828,1110,41718,Australia,Entire home/apt,1,1,199,8,10,10,9,f,1
5855366,42828,736,42092,Australia,Private room,1,1,90,0,,,,f,1
15161501,42828,1363,41465,Australia,Entire home/apt,5,6,1300,0,,,,f,1
3149537,42828,1066,41762,Australia,Private room,1,1,135,0,,,,f,1
806337,42828,1589,41239,Australia,Entire home/apt,1.5,3,139,55,9,9,9,f,1
15751496,42828,1695,41133,Australia,Entire home/apt,1,2,425,1,10,10,10,f,1
17848732,42828,1513,41315,Australia,Private room,1,1,69,0,,,,f,1
15620499,42828,211,42617,Australia,Entire home/apt,1,2,149,0,,,,f,1
6904241,42828,934,41894,Australia,Entire home/apt,1,1,155,8,9,10,9,f,1
9842758,42828,484,42344,Australia,Entire home/apt,2,3,1000,0,,,,f,1
15555031,42828,167,42661,Australia,Private room,1,1,75,0,,,,f,1
12873548,42829,708,42121,Australia,Entire home/apt,1,1,149,6,10,10,10,f,1
4876001,42828,833,41995,Australia,Private room,1,1,69,77,8,10,9,t,1
13787599,42828,1714,41114,Australia,Entire home/apt,2.5,4,1199,4,10,10,10,f,1
17655959,42828,373,42455,Australia,Private room,1,1,73,1,10,10,10,t,1
5857722,42828,926,41902,Australia,Private room,1,1,50,58,9,10,10,f,1
7889373,42828,596,42232,Australia,Entire home/apt,1.5,3,551,3,10,10,10,f,1
13930855,42828,1281,41547,Australia,Entire home/apt,1,2,130,4,10,10,10,f,1
10707440,42828,442,42386,Australia,Entire home/apt,1,1,135,0,,,,f,1
15824106,42829,717,42112,Australia,Entire home/apt,3,3,675,1,10,10,10,f,1
17655993,42828,1305,41523,Australia,Entire home/apt,1,2,350,0,,,,t,1
16690761,42828,85,42743,Australia,Entire home/apt,1,0,201,1,10,10,10,f,1
2710334,42828,1167,41661,Australia,Entire home/apt,2.5,2,300,9,10,10,9,f,1
13919667,42828,850,41978,Australia,Private room,1,1,100,3,9,9,9,t,1
15101875,42830,667,42163,Australia,Entire home/apt,1,1,130,4,10,10,10,f,1
9103064,42828,1183,41645,Australia,Entire home/apt,3.5,4,750,1,10,10,10,f,1
17850940,42828,75,42753,Australia,Private room,1,1,47,0,,,,t,1
1991238,42828,1224,41604,Australia,Entire home/apt,1,2,201,2,10,10,10,f,1
5661309,42828,854,41974,Australia,Private room,1.5,1,90,4,9,9,8,f,1
14575975,42828,270,42558,Australia,Entire home/apt,2,2,275,6,10,10,10,f,1
3955698,42828,959,41869,Australia,Entire home/apt,1,1,135,6,9,10,9,f,1
16443118,42828,747,42081,Australia,Entire home/apt,3,3,425,0,,,,f,1
12522757,42828,890,41938,Australia,Private room,1,1,121,11,10,10,10,f,1
4548620,42829,876,41953,Australia,Private room,1,1,250,22,10,10,9,f,1
9735179,42828,1210,41618,Australia,Entire home/apt,1,1,185,3,10,10,10,f,1
16148968,42828,454,42374,Australia,Entire home/apt,1,2,165,0,,,,t,1
17718354,42828,680,42148,Australia,Entire home/apt,1,2,180,0,,,,f,1
14388485,42828,1174,41654,Australia,Entire home/apt,2,5,750,1,,,,t,1
875649,42828,1551,41277,Australia,Entire home/apt,1,1,149,2,10,10,9,f,1
290929,42829,1937,40892,Australia,Entire home/apt,1,2,240,6,9,10,9,f,1
15274415,42828,404,42424,Australia,Entire home/apt,2,4,950,0,,,,f,1
14772246,42829,369,42460,Australia,Entire home/apt,3.5,5,2000,0,,,,f,1
11514563,42829,894,41935,Australia,Entire home/apt,1,2,190,0,,,,f,1
11890813,42829,1247,41582,Australia,Entire home/apt,2,3,450,0,,,,f,1
4876841,42828,1129,41699,Australia,Entire home/apt,1,2,201,7,10,10,9,f,1
17654650,42828,24,42804,Australia,Entire home/apt,1,1,135,0,,,,f,1
3109045,42829,1085,41744,Australia,Entire home/apt,1,1,190,6,8,9,8,f,1
3631772,42828,1413,41415,Australia,Private room,1,1,121,17,10,10,10,f,1
17323053,42828,886,41942,Australia,Shared room,1,1,31,4,10,9,10,f,1
15889687,42829,2425,40404,Australia,Entire home/apt,1,2,300,1,,,,f,1
9595606,42828,672,42156,Australia,Entire home/apt,1,2,201,3,10,10,10,f,1
5137418,42828,929,41899,Australia,Entire home/apt,2,2,250,5,10,10,9,f,1
9102568,42828,535,42293,Australia,Entire home/apt,1.5,3,1500,0,,,,f,1
10575238,42828,1776,41052,Australia,Entire home/apt,1.5,2,320,1,10,10,10,f,1
14411274,42828,1165,41663,Australia,Entire home/apt,1,0,90,29,9,10,10,t,1
16278603,42828,379,42449,Australia,Private room,1.5,1,35,1,,,,t,1
813853,42828,1950,40878,Australia,Entire home/apt,1,2,180,33,9,10,9,f,1
11850472,42828,828,42000,Australia,Entire home/apt,2.5,2,499,2,10,10,10,f,1
5738409,42828,1050,41778,Australia,Entire home/apt,1,2,195,2,10,10,9,f,1
17611925,42828,1404,41424,Australia,Entire home/apt,1,1,130,0,,,,f,1
4617520,42829,1200,41629,Australia,Entire home/apt,2,1,149,1,10,10,10,f,1
5139261,42828,1035,41793,Australia,Entire home/apt,2,2,195,47,10,10,10,f,1
16147716,42828,1589,41239,Australia,Entire home/apt,1,1,160,2,7,10,10,f,1
4388883,42828,895,41933,Australia,Private room,1,1,100,1,10,10,10,f,1
9070673,42829,1396,41433,Australia,Entire home/apt,1,1,180,1,,,,f,1
16355825,42828,906,41922,Australia,Entire home/apt,1.5,2,201,0,,,,f,1
16817469,42829,1450,41379,Australia,Entire home/apt,1.5,2,350,0,,,,f,1
222559,42828,2216,40612,Australia,Private room,1,1,100,30,10,10,10,f,1
4875837,42828,932,41896,Australia,Entire home/apt,1,2,250,1,10,10,10,f,1
6320686,42829,1649,41180,Australia,Private room,1,1,69,1,2,10,2,t,1
6577816,42828,676,42152,Australia,Entire home/apt,1,0,100,1,8,6,10,f,1
15625170,42828,451,42377,Australia,Entire home/apt,1,2,300,1,10,10,10,f,1
13398615,42829,42829,,Australia,Entire home/apt,1,1,235,0,,,,f,1
12215726,42828,1695,41133,Australia,Entire home/apt,3.5,4,2800,0,,,,f,1
16608233,42828,910,41918,Australia,Private room,1,1,75,0,,,,f,1
12940019,42828,1469,41359,Australia,Entire home/apt,1,2,180,1,,,,f,1
11625944,42828,1140,41688,Australia,Entire home/apt,1,1,160,2,7,10,8,f,1
14248993,42828,905,41923,Australia,Entire home/apt,1,1,115,7,9,9,9,f,1
5862093,42830,760,42070,Australia,Entire home/apt,1,2,325,4,7,10,9,f,1
4615303,42829,1585,41244,Australia,Entire home/apt,2.5,4,554,1,6,10,8,f,1
16016967,42828,499,42329,Australia,Entire home/apt,2,3,700,0,,,,t,1
8940690,42829,536,42293,Australia,Entire home/apt,2,2,245,1,10,10,10,f,1
16498131,42829,42829,,Australia,Entire home/apt,1,1,110,5,,,,f,1
9133932,42828,951,41877,Australia,Private room,1,1,66,4,10,10,10,f,1
10250103,42829,1777,41052,Australia,Entire home/apt,1,1,244,3,8,10,9,f,1
16605092,42828,90,42738,Australia,Private room,1.5,1,499,0,,,,t,1
1990574,42828,1251,41577,Australia,Private room,1,1,135,14,10,10,10,f,1
7716061,42829,1912,40917,Australia,Private room,1.5,1,66,3,10,9,10,f,1
2911570,42829,1071,41758,Australia,Entire home/apt,2,3,600,1,8,10,10,f,1
6578124,42828,676,42152,Australia,Entire home/apt,1,1,220,0,,,,f,1
290146,42829,2535,40294,Australia,Entire home/apt,2,2,208,5,6,10,8,f,1
5205390,42829,1865,40964,Australia,Entire home/apt,1,1,195,0,,,,f,1
9530830,42829,1230,41599,Australia,Entire home/apt,1,2,300,0,,,,f,1
12612697,42829,1391,41438,Australia,Entire home/apt,1.5,3,849,1,,,,f,1
2977417,42829,1253,41576,Australia,Private room,1.5,1,80,0,,,,f,1
16348284,42829,1213,41616,Australia,Entire home/apt,3,4,750,0,,,,t,1
16017289,42828,137,42691,Australia,Entire home/apt,1,2,195,13,10,10,10,f,1
1799336,42829,1268,41561,Australia,Private room,1,1,85,4,10,10,8,f,1
4746932,42829,1043,41786,Australia,Entire home/apt,4,5,2199,0,,,,f,1
9594241,42828,1058,41770,Australia,Private room,1,1,130,1,6,10,6,f,1
11826366,42829,728,42101,Australia,Shared room,1,1,30,0,,,,f,1
6516480,42829,1462,41367,Australia,Entire home/apt,3,5,700,4,9,10,10,f,1
11799834,42828,454,42374,Australia,Private room,1,1,75,1,,,,f,1
17131505,42828,1370,41458,Australia,Entire home/apt,4.5,5,478,0,,,,f,1
17590263,42828,714,42114,Australia,Private room,1,1,80,0,,,,f,1
9793295,42829,488,42341,Australia,Private room,1.5,1,50,5,8,9,10,f,1
4486372,42829,1094,41735,Australia,Entire home/apt,1.5,4,941,0,,,,f,1
3783686,42828,1573,41255,Australia,Entire home/apt,1,0,109,3,10,10,10,f,1
15471241,42829,444,42385,Australia,Private room,1,1,100,1,,,,f,1
3730499,42830,982,41848,Australia,Entire home/apt,1,2,210,1,8,8,8,f,1
13890065,42830,349,42481,Australia,Entire home/apt,1,2,210,35,8,10,9,f,1
6974679,42830,655,42175,Australia,Private room,2,1,64,1,10,10,8,f,1
4494329,42830,1044,41786,Australia,Entire home/apt,2,2,501,0,,,,f,1
6453047,42830,729,42101,Australia,Entire home/apt,1,2,240,3,10,10,10,f,1
5862743,42830,735,42095,Australia,Private room,1,1,80,0,,,,f,1
14076976,42830,261,42569,Australia,Entire home/apt,3,4,451,1,10,10,8,f,1
784457,42829,1895,40934,Australia,Entire home/apt,1,2,350,15,10,10,9,f,1
9958009,42830,1183,41647,Australia,Entire home/apt,1,2,100,4,9,10,10,f,1
10254436,42829,788,42041,Australia,Entire home/apt,3,3,600,0,,,,f,1
15104097,42829,681,42148,Australia,Entire home/apt,1,2,231,14,9,10,9,f,1
16872087,42830,890,41940,Australia,Entire home/apt,1,2,180,1,10,10,10,f,1
9599887,42830,947,41883,Australia,Private room,1,1,100,5,9,10,10,f,1
14579699,42830,231,42599,Australia,Entire home/apt,1,1,125,0,,,,f,1
8943975,42829,535,42294,Australia,Entire home/apt,1,3,250,0,,,,f,1
1603947,42829,1312,41517,Australia,Entire home/apt,1,1,140,2,10,9,10,f,1
10058160,42829,601,42228,Australia,Private room,1,1,84,36,10,10,10,f,1
9533906,42829,824,42005,Australia,Entire home/apt,1,2,499,7,9,10,10,f,1
3106129,42829,1049,41780,Australia,Private room,1,1,75,0,,,,f,1
15759841,42829,1156,41673,Australia,Entire home/apt,2,4,1669,0,,,,f,1
5204990,42830,797,42033,Australia,Entire home/apt,2,3,260,1,10,10,10,f,1
2456142,42829,1134,41695,Australia,Entire home/apt,1,2,160,3,7,7,7,f,1
9622302,42829,1008,41821,Australia,Private room,2,4,380,1,,,,f,1
2937640,42829,2112,40717,Australia,Entire home/apt,2,2,50,0,,,,f,1
15792636,42830,154,42676,Australia,Entire home/apt,1.5,2,275,6,10,10,10,f,1
3994532,42830,951,41879,Australia,Entire home/apt,1,0,194,127,10,10,10,f,1
840637,42829,1725,41104,Australia,Private room,2.5,1,49,8,7,10,8,f,1
14187189,42829,379,42450,Australia,Entire home/apt,2.5,5,499,3,6,9,8,f,1
9697449,42830,731,42099,Australia,Entire home/apt,2,2,349,0,,,,f,1
14639872,42829,758,42071,Australia,Entire home/apt,1,2,275,3,8,10,9,f,1
16618612,42829,778,42051,Australia,Private room,1,1,125,1,10,10,10,f,1
4085526,42829,951,41878,Australia,Entire home/apt,1,2,230,17,8,9,8,f,1
4379798,42829,1770,41059,Australia,Entire home/apt,1,1,130,5,10,10,9,f,1
14537992,42829,1268,41561,Australia,Entire home/apt,1,2,600,5,10,9,10,f,1
17683753,42829,1043,41786,Australia,Entire home/apt,3,3,501,0,,,,f,1
4218431,42829,960,41869,Australia,Entire home/apt,2,1,150,0,,,,f,1
4380057,42829,1270,41559,Australia,Entire home/apt,1,2,150,15,10,9,10,f,1
12122369,42829,474,42355,Australia,Entire home/apt,1,0,118,0,,,,f,1
4970020,42829,1021,41808,Australia,Private room,1,1,80,0,,,,f,1
17159741,42829,1793,41036,Australia,Private room,2,1,150,1,6,10,8,f,1
10868306,42829,741,42088,Australia,Entire home/apt,1,1,200,0,,,,f,1
17421957,42829,1043,41786,Australia,Entire home/apt,1,1,250,0,,,,f,1
4387919,42830,921,41909,Australia,Entire home/apt,1,2,180,0,,,,f,1
990957,42830,1484,41346,Australia,Private room,,1,95,39,9,9,9,f,1
13333873,42829,1585,41244,Australia,Entire home/apt,2,3,300,1,,,,f,1
9689012,42829,858,41971,Australia,Entire home/apt,1,1,116,4,9,10,10,f,1
4504175,42829,1626,41203,Australia,Entire home/apt,1,2,200,0,,,,f,1
10394470,42829,682,42147,Australia,Entire home/apt,2.5,3,200,2,10,10,10,f,1
16017935,42829,1730,41099,Australia,Entire home/apt,2,3,350,1,10,8,10,t,1
9796749,42829,865,41964,Australia,Entire home/apt,2.5,4,849,0,,,,f,1
17225986,42829,280,42549,Australia,Entire home/apt,1,1,150,0,,,,f,1
9564515,42830,502,42328,Australia,Entire home/apt,1,1,200,0,,,,f,1
11589951,42829,1024,41805,Australia,Entire home/apt,1,1,126,2,8,10,10,f,1
16243056,42829,1204,41625,Australia,Entire home/apt,1,1,198,0,,,,f,1
9338070,42829,513,42316,Australia,Entire home/apt,1,2,169,39,9,10,9,f,1
4381087,42829,2092,40737,Australia,Private room,1.5,1,88,2,5,10,9,f,1
6192397,42829,1137,41692,Australia,Entire home/apt,2,3,350,2,8,10,10,t,1
15718828,42829,559,42270,Australia,Private room,1,1,80,5,10,10,10,f,1
16243156,42829,211,42618,Australia,Private room,1,1,70,0,,,,f,1
818515,42829,1585,41244,Australia,Entire home/apt,,4,1050,0,,,,f,1
4816218,42829,843,41986,Australia,Entire home/apt,1,2,135,0,,,,f,1
10410510,42829,1777,41052,Australia,Entire home/apt,1,2,218,2,8,9,8,f,1
17514391,42829,514,42315,Australia,Entire home/apt,1,1,135,0,,,,f,1
3201591,42829,1056,41773,Australia,Entire home/apt,1,1,127,0,,,,f,1
1080742,42829,1450,41379,Australia,Private room,1,1,125,26,10,10,10,f,1
6019694,42829,1043,41786,Australia,Entire home/apt,2,3,399,1,10,10,10,f,1
17095299,42829,175,42654,Australia,Private room,1,1,175,0,,,,f,1
7501298,42829,622,42207,Australia,Private room,1.5,1,60,0,,,,f,1
9739781,42829,1398,41431,Australia,Entire home/apt,2.5,3,451,0,,,,f,1
6520319,42829,2036,40793,Australia,Private room,1,1,66,10,10,10,10,f,1
7920496,42829,772,42057,Australia,Entire home/apt,1,4,290,16,9,9,9,f,1
18012941,42829,467,42362,Australia,Entire home/apt,1,1,260,0,,,,f,1
11761129,42830,481,42349,Australia,Entire home/apt,1,1,80,0,,,,f,1
16505618,42829,144,42685,Australia,Entire home/apt,3,4,1500,0,,,,f,1
15719196,42829,602,42227,Australia,Entire home/apt,2,1,499,6,10,10,9,f,1
9597591,42830,1368,41462,Australia,Entire home/apt,1,2,300,0,,,,f,1
17530464,42829,1715,41114,Australia,Entire home/apt,1,2,590,0,,,,f,1
3052819,42829,1420,41409,Australia,Entire home/apt,1,2,149,9,10,10,9,f,1
12114752,42830,1778,41052,Australia,Entire home/apt,2,3,263,0,,,,f,1
10059490,42829,1777,41052,Australia,Entire home/apt,3,4,839,0,,,,f,1
16505868,42829,100,42729,Australia,Entire home/apt,2,4,650,0,,,,f,1
13687842,42829,2066,40763,Australia,Private room,1,1,95,0,,,,f,1
13425742,42829,977,41852,Australia,Entire home/apt,1,1,70,3,10,10,10,f,1
11826454,42830,1157,41673,Australia,Entire home/apt,4,5,2214,0,,,,f,1
973925,42829,2061,40768,Australia,Entire home/apt,2,3,219,216,10,10,10,f,1
16149381,42830,841,41989,Australia,Entire home/apt,1,2,330,0,,,,f,1
10017940,42829,759,42070,Australia,Entire home/apt,1.5,2,1500,0,,,,f,1
4816807,42829,843,41986,Australia,Entire home/apt,2,2,300,0,,,,f,1
10870053,42829,1615,41214,Australia,Entire home/apt,2,2,219,1,,,,f,1
16244025,42829,287,42542,Australia,Entire home/apt,1,2,155,12,10,10,10,f,1
16928652,42829,70,42759,Australia,Private room,1,0,53,0,,,,t,1
10256482,42829,1916,40913,Australia,Private room,2,1,66,25,10,10,10,f,1
7134701,42829,1098,41731,Australia,Entire home/apt,2,4,296,19,8,10,10,f,1
10141729,42829,469,42360,Australia,Entire home/apt,1,2,110,0,,,,f,1
4775564,42829,1421,41408,Australia,Entire home/apt,1.5,3,700,9,10,10,9,f,1
9011542,42829,2672,40157,Australia,Private room,1,1,90,0,,,,f,1
2156473,42830,1639,41191,Australia,Private room,1,1,109,51,10,10,10,f,1
1999330,42829,1224,41605,Australia,Entire home/apt,1,2,201,5,10,10,10,f,1
13105207,42830,1138,41692,Australia,Private room,1,1,38,2,10,10,10,f,1
5538323,42829,1568,41261,Australia,Entire home/apt,1,1,94,2,10,10,10,f,1
14956138,42829,1075,41754,Australia,Entire home/apt,1.5,4,329,3,8,9,9,f,1
17626554,42830,353,42477,Australia,Private room,1,1,150,0,,,,f,1
6980229,42829,1011,41818,Australia,Private room,1,1,90,0,,,,f,1
13963713,42830,1365,41465,Australia,Entire home/apt,4,6,2429,0,,,,f,1
9667235,42829,828,42001,Australia,Entire home/apt,2,4,378,0,,,,t,1
12157612,42829,369,42460,Australia,Entire home/apt,1,2,250,7,10,10,9,f,1
8942380,42830,548,42282,Australia,Private room,1,1,120,8,10,10,10,f,1
9696389,42830,494,42336,Australia,Entire home/apt,2,3,551,0,,,,t,1
16072832,42829,133,42696,Australia,Entire home/apt,1,1,201,0,,,,f,1
10524124,42829,643,42186,Australia,Private room,1,1,100,0,,,,f,1
16742092,42829,111,42718,Australia,Private room,1,1,121,1,10,10,10,t,1
7827651,42830,1044,41786,Australia,Entire home/apt,4,3,2000,0,,,,f,1
12092261,42829,372,42457,Australia,Entire home/apt,1,1,320,0,,,,f,1
9814161,42829,1164,41665,Australia,Private room,1,1,90,16,10,10,9,f,1
9012133,42829,602,42227,Australia,Entire home/apt,3.5,5,1199,1,8,10,10,f,1
16679897,42829,42829,,Australia,Entire home/apt,4,5,1500,0,,,,f,1
17335271,42829,1377,41452,Australia,Entire home/apt,1,1,220,3,10,10,10,t,1
11699188,42829,42829,,Australia,Entire home/apt,1,2,201,1,10,10,10,t,1
11955837,42830,380,42450,Australia,Entire home/apt,2,2,250,0,,,,f,1
14579237,42830,231,42599,Australia,Entire home/apt,2,2,286,4,10,10,10,f,1
11823407,42829,638,42191,Australia,Entire home/apt,1,1,180,0,,,,f,1
17723919,42830,712,42118,Australia,Entire home/apt,1,1,75,0,,,,t,1
9049685,42829,817,42012,Australia,Entire home/apt,2.5,3,290,0,,,,f,1
10913383,42829,582,42247,Australia,Private room,2,1,100,9,10,10,10,f,1
15706331,42830,1252,41578,Australia,Entire home/apt,1,2,56,1,10,10,10,f,1
11497851,42830,404,42426,Australia,Entire home/apt,3,4,399,1,8,10,10,f,1
9860783,42830,485,42345,Australia,Private room,1,1,105,2,10,10,9,f,1
16086899,42829,608,42221,Australia,Shared room,2,1,55,0,,,,f,1
17032065,42829,2044,40785,Australia,Private room,1.5,2,100,0,,,,f,1
15136300,42830,1697,41133,Australia,Entire home/apt,2,4,19999,0,,,,f,1
11596205,42830,490,42340,Australia,Private room,1,1,80,0,,,,f,1
8972439,42830,898,41932,Australia,Entire home/apt,1,1,205,1,8,10,10,f,1
6914738,42829,655,42174,Australia,Entire home/apt,3.5,3,271,0,,,,f,1
4228136,42829,1585,41244,Australia,Entire home/apt,1,2,210,1,10,10,10,f,1
9536584,42829,1427,41402,Australia,Entire home/apt,1,2,210,6,10,10,9,f,1
2786443,42829,1086,41743,Australia,Private room,1,1,91,46,10,10,10,f,1
16417975,42829,108,42721,Australia,Entire home/apt,1,1,600,0,,,,f,1
15959236,42829,1125,41704,Australia,Private room,1,1,75,1,10,10,10,f,1
16352482,42829,1658,41171,Australia,Entire home/apt,1,1,219,4,10,10,10,f,1
15961242,42829,296,42533,Australia,Entire home/apt,2.5,4,675,0,,,,f,1
4754030,42829,884,41945,Australia,Entire home/apt,1,1,200,2,8,10,9,t,1
13535871,42829,297,42532,Australia,Entire home/apt,3.5,4,349,3,10,10,10,f,1
8293390,42829,644,42185,Australia,Private room,1,1,70,13,10,10,10,f,1
756958,42829,1682,41147,Australia,Entire home/apt,1,2,250,3,9,9,9,f,1
11832073,42829,391,42438,Australia,Entire home/apt,3.5,4,800,0,,,,f,1
2919469,42829,1090,41739,Australia,Entire home/apt,1,2,300,0,,,,f,1
5803271,42829,911,41918,Australia,Entire home/apt,2,3,476,26,9,10,9,f,1
16138971,42829,128,42701,Australia,Entire home/apt,1,2,300,14,10,8,9,t,1
4624028,42829,1107,41722,Australia,Entire home/apt,1,2,250,7,10,9,9,f,1
429733,42829,2147,40682,Australia,Entire home/apt,1,1,150,1,10,10,10,f,1
1151506,42829,1426,41403,Australia,Entire home/apt,2,3,290,25,9,9,9,f,1
9080746,42829,527,42302,Australia,Entire home/apt,1,1,191,0,,,,f,1
13930895,42829,537,42292,Australia,Entire home/apt,2.5,4,495,22,10,10,10,f,1
10063617,42829,473,42356,Australia,Entire home/apt,1,2,200,3,9,9,9,f,1
4755217,42829,1659,41170,Australia,Entire home/apt,1,1,125,74,10,10,10,f,1
60644,42829,2328,40501,Australia,Private room,1,1,169,16,9,10,9,f,1
17796730,42829,490,42339,Australia,Private room,1,1,51,0,,,,t,1
9672118,42829,1173,41656,Australia,Entire home/apt,1,2,166,1,8,10,6,f,1
9671980,42829,1881,40948,Australia,Entire home/apt,1,0,100,13,9,10,8,f,1
10392584,42829,454,42375,Australia,Entire home/apt,1,2,150,1,10,10,10,f,1
10666820,42829,442,42387,Australia,Entire home/apt,1,1,250,2,8,10,8,f,1
13866507,42829,354,42475,Australia,Entire home/apt,2,2,200,0,,,,t,1
7902593,42829,597,42232,Australia,Private room,1,2,91,1,10,10,10,f,1
10655788,42829,443,42386,Australia,Private room,1,1,89,2,10,9,10,f,1
16619594,42829,287,42542,Australia,Private room,1,2,219,0,,,,f,1
12687443,42829,512,42317,Australia,Entire home/apt,2.5,4,515,0,,,,f,1
15833304,42829,1777,41052,Australia,Entire home/apt,1,1,150,0,,,,f,1
9475817,42829,506,42323,Australia,Entire home/apt,1.5,2,330,9,10,10,10,f,1
6264596,42829,1478,41351,Australia,Entire home/apt,1.5,3,202,11,10,10,10,f,1
9476515,42829,1346,41483,Australia,Entire home/apt,1,1,150,10,8,10,9,f,1
14524902,42829,1022,41807,Australia,Entire home/apt,1,1,200,0,,,,f,1
15440358,42829,1157,41672,Australia,Entire home/apt,1,1,250,1,10,10,10,t,1
6068724,42829,2315,40514,Australia,Private room,2,2,80,62,9,10,9,f,1
728222,42829,1961,40868,Australia,Entire home/apt,1,2,999,3,9,10,9,t,1
2989254,42829,1218,41611,Australia,Entire home/apt,1,2,130,1,10,10,10,f,1
13180227,42829,315,42514,Australia,Private room,1,1,109,0,,,,f,1
10755635,42829,441,42388,Australia,Entire home/apt,1,1,399,0,,,,f,1
15637117,42829,862,41967,Australia,Private room,1,1,150,0,,,,f,1
1941409,42829,1416,41413,Australia,Entire home/apt,1,1,130,8,8,9,9,f,1
9869991,42829,1185,41644,Australia,Entire home/apt,1,1,130,0,,,,f,1
2105370,42829,1213,41616,Australia,Private room,1,1,120,24,10,10,10,f,1
12918930,42829,1376,41453,Australia,Entire home/apt,1,0,100,0,,,,f,1
17146016,42829,1101,41728,Australia,Private room,1,1,93,2,10,10,8,f,1
14917866,42829,2521,40308,Australia,Entire home/apt,2,3,800,2,8,10,8,f,1
16521966,42829,753,42076,Australia,Private room,1,1,79,4,9,9,10,f,1
1087946,42829,1447,41382,Australia,Private room,1,1,68,1,10,10,10,f,1
14394630,42829,305,42524,Australia,Entire home/apt,1,2,130,0,,,,f,1
13675660,42829,783,42046,Australia,Private room,1,1,60,0,,,,t,1
3388593,42829,1017,41812,Australia,Entire home/apt,1,1,225,3,6,9,9,f,1
7719465,42829,619,42210,Australia,Private room,1,1,64,1,,,,f,1
84137,42829,2204,40625,Australia,Entire home/apt,,2,150,9,8,10,8,f,1
14995576,42829,418,42411,Australia,Private room,1,1,43,0,,,,f,1
4631435,42829,866,41963,Australia,Private room,1,1,70,3,9,10,10,f,1
15904865,42829,765,42064,Australia,Entire home/apt,1,3,321,6,9,10,9,t,1
16560217,42829,738,42091,Australia,Entire home/apt,1,2,191,14,10,10,10,f,1
6467656,42829,778,42051,Australia,Private room,1,1,55,14,9,10,10,f,1
16429081,42829,107,42722,Australia,Entire home/apt,2.5,3,476,3,8,10,10,f,1
15970334,42829,1364,41465,Australia,Entire home/apt,4,4,624,0,,,,f,1
16166869,42829,126,42703,Australia,Private room,2,1,45,0,,,,t,1
1637981,42830,1305,41525,Australia,Entire home/apt,4,4,451,14,10,10,10,f,1
7502489,42830,622,42208,Australia,Private room,1,1,80,0,,,,f,1
16415980,42830,219,42611,Australia,Private room,1,1,60,17,9,10,10,t,1
9698377,42830,1169,41661,Australia,Entire home/apt,1,1,296,2,6,10,10,f,1
16087040,42830,1688,41142,Australia,Entire home/apt,1,2,275,30,10,10,9,f,1
12176259,42830,1222,41608,Australia,Private room,1,1,110,1,8,8,10,f,1
9696462,42830,929,41901,Australia,Entire home/apt,2,3,451,0,,,,f,1
11971782,42830,380,42450,Australia,Entire home/apt,1,1,91,0,,,,f,1
6367621,42830,694,42136,Australia,Entire home/apt,1,2,551,0,,,,f,1
9566310,42830,2421,40409,Australia,Entire home/apt,1,2,200,0,,,,f,1
9630576,42830,1930,40900,Australia,Entire home/apt,2,3,490,0,,,,f,1
9761627,42830,490,42340,Australia,Entire home/apt,1.5,4,551,0,,,,f,1
9761593,42830,490,42340,Australia,Entire home/apt,1,0,130,2,6,8,6,f,1
3209018,42830,1044,41786,Australia,Entire home/apt,2,3,501,1,10,10,10,f,1
1996287,42830,1229,41601,Australia,Entire home/apt,1,1,120,11,9,10,9,f,1
14579154,42830,231,42599,Australia,Private room,1,1,75,0,,,,f,1
17756673,42830,22,42808,Australia,Entire home/apt,1,2,250,0,,,,f,1
9335189,42830,514,42316,Australia,Private room,0,1,47,0,,,,f,1
